,tm
15364,58.8
15365,55.1
15366,60.0
15367,58.9
15368,25.0
15369,25.0
15370,67.9
15371,69.2
15372,25.0
15373,25.0
15374,25.0
15375,25.0
15376,25.0
15377,25.0
15378,25.0
15379,25.0
15380,25.0
15381,73.0
15382,71.5
15383,25.0
15384,25.0
15385,25.0
15386,25.0
15387,21.7
15388,24.0
15389,21.7
15390,24.0
15391,25.0
15392,60.9
15393,56.2
15394,56.0
15395,44.6
15396,51.7
15397,56.2
15398,56.0
15399,56.2
15400,56.0
15401,51.0
15402,56.0
15403,55.1
15404,56.2
15405,56.2
15406,56.0
15407,54.3
15408,45.5
15409,56.0
15410,56.2
15411,55.1
15412,56.0
15413,56.2
15414,52.1
15415,56.0
15416,56.2
15417,56.0
15418,56.2
15419,55.1
15420,56.0
15421,56.2
15422,62.5
15423,53.0
15424,56.2
15425,56.0
15426,56.2
15427,52.1
15428,56.2
15429,56.0
15430,56.2
15431,52.9
15432,56.0
15433,56.0
15434,56.2
15435,50.8
15436,56.2
15437,66.9
15438,56.2
15439,56.0
15440,56.0
15441,53.5
15442,56.2
15443,56.2
15444,58.1
15445,56.0
15446,47.5
15447,56.0
15448,56.2
15449,56.2
15450,55.2
15451,56.0
15452,50.1
15453,56.0
15454,56.2
15455,56.2
15456,43.7
15457,56.0
15458,57.0
15459,31.4
15460,51.7
15461,56.2
15462,56.0
15463,74.2
15464,56.2
15465,56.0
15466,56.5
15467,56.8
15468,69.5
15469,67.7
15470,56.8
15471,60.5
15472,51.4
15473,48.8
15474,43.3
15475,46.0
15476,56.1
15477,42.2
15478,37.7
15479,49.2
15480,66.7
15481,38.9
15482,47.4
15483,79.3
15484,37.8
15485,53.5
15486,68.5
15487,44.0
15488,51.5
15489,42.5
15490,58.4
15491,71.7
15492,48.7
15493,54.0
15494,46.3
15495,74.0
15496,45.3
15497,48.9
15498,78.4
15499,46.2
15500,44.1
15501,59.6
15502,38.7
15503,66.0
15504,57.3
15505,87.2
15506,48.8
15507,38.0
15508,44.9
15509,47.7
15510,25.0
15511,44.5
15512,43.0
15513,42.6
15514,25.0
15515,41.6
15516,35.6
15517,36.9
15518,25.0
15519,39.9
15520,42.1
15521,25.0
15522,52.6
15523,25.0
15524,58.8
15525,51.7
15526,52.1
15527,44.0
15528,25.0
15529,46.6
15530,54.0
15531,56.9
15532,61.2
15533,15.0
15534,54.3
15535,56.6
15536,45.4
15537,45.6
15538,45.3
15539,56.0
15540,55.9
15541,25.0
15542,25.0
15543,25.0
15544,48.8
15545,49.6
15546,29.7
15547,25.0
15548,46.0
15549,31.5
15550,38.0
15551,46.3
15552,46.9
15553,35.6
15554,25.0
15555,43.3
15556,25.0
15557,25.0
15558,34.6
15559,40.2
15560,25.0
15561,41.4
15562,42.3
15563,46.3
15564,25.0
15565,25.0
15566,29.6
15567,38.0
15568,25.0
15569,25.0
15570,55.9
15571,17.2
15572,37.0
15573,37.2
15574,15.0
15575,65.0
15576,53.4
15577,54.3
15578,52.0
15579,52.7
15580,25.0
15581,52.0
15582,52.4
15583,52.0
15584,33.6
15585,45.8
15586,56.7
15589,25.0
15591,56.7
15592,50.4
15593,48.3
15594,51.2
15595,59.0
15596,47.5
15597,70.2
15598,47.6
15599,40.3
15600,38.1
15601,53.3
15602,38.1
15603,62.9
15604,48.1
15605,70.9
15606,62.8
15607,49.5
15608,41.2
15609,47.9
15610,36.6
15611,49.0
15612,43.0
15613,42.2
15614,48.0
15615,47.8
15616,40.5
15617,48.6
15618,54.6
15619,50.9
15620,41.4
15621,42.7
15622,40.3
15623,49.6
15624,47.9
15625,45.7
15626,47.5
15627,45.8
15628,49.4
15629,42.1
15630,66.7
15631,47.6
15632,44.6
15633,75.1
15634,47.8
15635,62.2
15636,55.3
15637,50.4
15638,52.6
15639,88.0
15640,41.9
15641,65.0
15642,64.7
15643,53.3
15644,64.7
15645,54.4
15646,40.8
15647,62.4
15648,52.3
15649,36.7
15650,50.7
15651,53.3
15652,56.2
15653,35.4
15654,64.5
15655,53.1
15656,49.7
15657,38.4
15658,37.3
15659,38.1
15660,49.4
15661,47.1
15662,75.5
15663,45.1
15664,76.8
15665,45.8
15666,45.7
15667,43.2
15668,54.8
15669,42.1
15670,47.1
15671,32.8
15672,48.5
15673,48.1
15674,89.9
15675,42.2
15676,56.2
15677,44.6
15678,39.9
15679,40.5
15680,76.1
15681,41.3
15682,48.7
15683,57.4
15684,47.0
15685,72.9
15686,78.9
15687,75.3
15688,44.9
15689,69.6
15690,50.9
15691,50.6
15692,37.8
15693,59.0
15694,49.9
15695,41.5
15696,33.1
15697,39.3
15698,54.5
15699,44.3
15700,63.9
15701,71.6
15702,63.4
15703,76.9
15704,42.8
15705,45.5
15706,42.7
15707,43.6
15708,40.6
15709,69.3
15710,37.9
15711,46.6
15712,51.6
15713,43.1
15714,72.8
15715,43.2
15716,45.9
15717,43.3
15718,68.3
15719,68.9
15720,49.1
15721,36.1
15722,43.2
15723,49.5
15724,40.5
15725,75.1
15726,53.9
15727,41.6
15728,70.6
15729,49.4
15730,36.8
15731,51.7
15732,50.5
15733,39.0
15734,45.2
15735,76.8
15736,65.9
15737,85.8
15738,67.9
15739,49.2
15740,49.2
15741,40.9
15742,50.3
15743,53.4
15744,41.9
15745,41.8
15746,52.9
15747,39.2
15748,37.7
15749,47.3
15750,74.0
15751,34.1
15752,61.7
15753,43.2
15754,52.2
15755,37.9
15756,37.9
15757,47.2
15758,43.0
15759,71.0
15760,43.6
15761,40.3
15762,35.1
15763,48.7
15764,57.5
15765,40.8
15766,66.8
15767,56.6
15768,77.7
15769,40.3
15770,51.3
15771,46.8
15772,46.1
15773,42.8
15774,43.8
15775,46.2
15776,41.4
15777,39.5
15778,46.7
15779,47.0
15780,45.3
15781,50.1
15782,44.7
15783,41.8
15784,50.0
15785,47.8
15786,50.1
15787,38.0
15788,50.9
15789,44.6
15790,69.9
15791,86.1
15792,50.1
15793,76.7
15794,34.7
15795,34.7
15796,53.3
15797,58.9
15798,48.1
15799,48.9
15800,43.4
15801,49.9
15802,48.2
15803,46.9
15804,51.1
15805,50.1
15806,53.7
15807,65.3
15808,42.3
15809,51.1
15810,67.7
15811,49.0
15812,53.4
15813,48.4
15814,48.0
15815,72.5
15816,25.0
15817,57.5
15818,55.4
15819,36.6
15820,44.0
15821,53.2
15822,69.2
15823,50.7
15824,79.2
15825,72.4
15826,44.2
15827,71.6
15828,44.7
15829,50.9
15830,47.7
15831,44.5
15832,30.1
15833,48.6
15834,57.4
15835,43.3
15836,50.5
15837,67.4
15838,37.5
15839,45.6
15840,89.0
15841,53.8
15842,73.2
15843,48.8
15844,75.8
15845,69.3
15846,52.3
15847,44.2
15848,47.5
15849,42.4
15850,51.1
15851,44.1
15852,47.0
15853,47.1
15854,57.7
15855,48.9
15856,55.4
15857,40.3
15858,46.0
15859,51.7
15860,50.1
15861,48.3
15862,41.6
15863,44.2
15864,50.6
15865,37.8
15866,45.9
15867,40.9
15868,55.0
15869,40.7
15870,48.4
15871,55.8
15872,50.9
15873,43.9
15874,61.2
15875,43.6
15876,42.1
15877,60.8
15878,46.0
15879,25.0
15880,43.8
15881,62.1
15882,41.1
15883,25.0
15884,33.9
15885,43.6
15886,59.0
15887,69.1
15888,65.0
15889,65.1
15890,61.7
15891,49.4
15892,67.8
15893,58.8
15894,25.0
15895,58.9
15896,43.3
15897,64.3
15898,25.0
15899,64.4
15900,65.0
15901,66.5
15902,63.5
15903,66.5
15904,44.0
15905,41.6
15906,46.5
15907,52.0
15908,44.0
15909,43.5
15910,66.6
15911,61.6
15912,39.4
15913,25.0
15914,56.5
15915,12.0
15916,22.0
15917,41.1
15918,51.5
15919,67.9
15920,67.6
15921,40.6
15922,50.1
15923,53.9
15924,49.8
15925,62.4
15926,51.0
15927,62.3
15928,62.0
15929,39.2
15930,53.0
15931,62.7
15932,52.8
15933,25.0
15934,63.1
15935,66.1
15936,63.5
15937,65.0
15938,66.3
15939,25.0
15940,62.1
15941,48.7
15942,59.1
15943,52.0
15944,49.4
15945,38.4
15946,52.9
15947,45.1
15948,50.9
15949,53.3
15950,63.2
15951,52.8
15952,52.0
15953,51.3
15954,52.0
15955,51.4
15956,51.7
15957,52.0
15958,51.9
15959,52.0
15960,52.0
15961,50.1
15962,51.8
15963,52.0
15964,52.0
15965,52.6
15966,52.2
15967,52.0
15968,52.8
15969,52.0
15970,52.0
15971,52.6
15972,51.3
15973,52.0
15974,41.4
15975,52.0
15976,52.4
15977,52.0
15978,52.0
15979,52.4
15980,25.0
15981,56.9
15982,62.2
15983,53.1
15984,55.8
15985,58.9
15986,43.2
15987,43.3
15988,25.0
15989,54.7
15990,59.5
15991,50.8
15992,25.0
15993,56.9
15994,49.9
15995,25.0
15996,41.6
15997,56.9
15998,50.7
15999,60.5
16000,45.9
16001,38.3
16002,61.1
16003,25.0
16004,32.8
16005,40.2
16006,63.1
16007,41.3
16008,44.0
16009,63.0
16010,52.0
16011,59.0
16012,30.9
16013,37.9
16014,52.0
16015,63.0
16016,59.9
16017,33.7
16018,63.0
16019,58.9
16020,52.0
16021,63.0
16022,38.9
16023,52.0
16024,60.2
16025,63.0
16026,52.0
16027,38.4
16028,62.6
16029,45.8
16030,35.1
16031,63.0
16032,62.6
16033,38.3
16034,25.0
16035,55.2
16036,46.0
16037,44.0
16038,48.0
16039,50.9
16040,55.6
16041,63.0
16042,25.6
16043,44.0
16044,47.0
16045,25.0
16046,47.9
16047,40.5
16048,65.6
16049,47.0
16050,65.6
16051,40.5
16052,47.0
16053,61.8
16054,25.0
16055,31.3
16056,61.9
16057,65.0
16058,64.7
16059,36.3
16060,62.0
16061,63.0
16062,38.3
16063,54.8
16064,25.0
16065,40.0
16066,12.0
16067,40.6
16068,41.0
16069,65.0
16070,40.0
16071,62.0
16072,62.0
16073,40.0
16074,40.0
16075,40.0
16076,48.3
16077,46.8
16078,61.0
16079,25.0
16080,25.0
16081,64.7
16082,59.0
16083,25.0
16084,47.0
16085,25.0
16086,62.7
16087,60.1
16088,63.0
16089,34.4
16090,57.9
16091,25.0
16092,42.0
16093,46.7
16094,44.0
16095,27.7
16096,59.4
16097,57.7
16098,45.0
16099,25.0
16100,37.6
16101,27.1
16102,41.2
16103,29.6
16104,58.0
16105,23.1
16106,43.2
16107,30.9
16108,33.4
16109,37.5
16110,51.0
16111,53.6
16112,36.1
16113,53.5
16114,36.1
16115,36.1
16116,25.0
16117,53.7
16118,64.2
16119,25.0
16120,50.7
16121,22.5
16122,58.5
16123,44.9
16124,61.2
16125,65.0
16126,47.8
16127,58.2
16128,41.0
16129,25.0
16130,61.6
16131,65.0
16132,25.0
16133,57.1
16134,16.6
16135,37.8
16136,45.0
16137,54.9
16138,63.2
16139,25.0
16140,59.2
16141,49.2
16142,62.6
16143,60.9
16144,36.8
16145,45.1
16146,25.0
16147,64.0
16148,25.0
16149,25.0
16150,62.2
16151,42.0
16152,25.0
16153,57.8
16154,54.1
16155,38.5
16156,64.7
16157,54.1
16158,39.9
16159,63.3
16160,34.8
16161,62.4
16162,41.7
16163,43.4
16164,62.6
16165,65.0
16166,44.6
16167,60.1
16168,25.0
16169,25.0
16170,66.1
16171,41.2
16172,25.0
16173,53.4
16174,25.0
16175,62.0
16176,63.9
16177,51.0
16178,38.7
16179,39.4
16180,39.5
16181,62.0
16182,62.7
16183,48.0
16184,62.6
16185,62.4
16186,25.0
16187,56.3
16188,47.0
16189,65.0
16190,60.3
16191,58.3
16192,62.3
16193,65.0
16194,49.4
16195,25.0
16196,63.3
16197,42.3
16198,49.0
16199,65.3
16200,65.0
16201,65.9
16202,63.2
16203,52.0
16204,51.2
16205,66.8
16206,63.3
16207,66.8
16208,65.3
16209,52.0
16210,38.7
16211,39.2
16212,66.7
16213,52.1
16214,52.0
16215,40.7
16216,56.7
16217,54.3
16218,67.7
16219,67.9
16220,52.0
16221,55.3
16222,68.3
16223,61.1
16224,65.0
16225,56.5
16226,67.9
16227,70.7
16228,25.0
16229,39.6
16230,56.3
16231,39.6
16232,62.4
16233,25.0
16234,51.1
16235,52.0
16236,33.4
16237,50.3
16238,47.5
16239,66.6
16240,65.0
16241,61.4
16242,64.4
16243,66.4
16244,40.0
16245,53.5
16246,51.1
16247,52.0
16248,25.0
16249,46.9
16250,25.0
16251,53.4
16252,42.5
16253,59.2
16254,42.5
16255,59.1
16256,25.0
16257,48.4
16258,52.0
16259,50.9
16260,51.0
16261,52.0
16262,65.8
16263,66.9
16264,41.4
16265,64.5
16266,41.9
16267,41.4
16268,41.4
16269,41.8
16270,41.2
16271,67.4
16272,54.1
16273,52.0
16274,42.0
16275,53.7
16276,53.3
16277,53.6
16278,51.3
16279,53.5
16280,53.3
16281,53.4
16282,53.0
16283,51.0
16284,52.8
16285,41.1
16286,69.8
16287,69.5
16288,70.1
16289,23.8
16290,42.9
16291,52.0
16292,28.9
16293,49.6
16294,44.0
16295,36.7
16296,25.0
16297,51.3
16298,64.8
16299,25.0
16300,40.7
16301,33.8
16302,64.4
16303,50.2
16304,46.9
16305,58.8
16306,35.9
16307,36.9
16308,12.0
16309,67.5
16310,54.4
16311,67.5
16312,25.0
16313,40.7
16314,39.4
16315,66.8
16316,63.0
16317,64.5
16318,62.0
16319,63.1
16320,37.2
16321,51.0
16322,58.8
16323,51.1
16324,46.9
16325,65.1
16326,56.4
16327,40.7
16328,56.3
16329,25.0
16330,44.2
16331,65.0
16332,49.5
16333,25.0
16334,59.8
16335,49.0
16336,65.0
16337,50.0
16338,65.2
16339,61.0
16340,25.0
16341,65.2
16342,57.5
16343,25.0
16344,65.0
16345,52.1
16346,65.0
16347,55.3
16348,57.0
16349,41.5
16350,63.2
16351,66.1
16352,65.0
16353,66.0
16354,61.3
16355,65.0
16356,63.9
16357,65.0
16358,64.3
16359,65.0
16360,49.5
16361,59.8
16362,65.0
16363,25.0
16364,47.5
16365,25.0
16366,39.5
16367,55.6
16368,58.4
16369,55.6
16370,39.5
16371,55.6
16372,64.1
16373,51.5
16374,58.8
16375,41.6
16376,36.8
16377,58.6
16378,42.9
16379,46.6
16380,36.6
16381,37.1
16382,32.0
16383,37.8
16384,45.1
16385,36.2
16386,32.0
16387,32.8
16388,37.8
16389,34.1
16390,51.3
16391,31.0
16392,57.0
16393,61.5
16394,40.6
16395,45.1
16396,37.0
16397,40.3
16398,36.9
16399,46.3
16400,39.5
16401,37.1
16402,64.8
16403,61.7
16404,43.8
16405,60.0
16406,36.0
16407,45.1
16408,50.3
16409,58.3
16410,65.0
16411,64.4
16412,66.0
16413,65.7
16414,62.7
16415,65.0
16416,52.4
16417,49.4
16418,63.7
16419,25.0
16420,63.3
16421,65.0
16422,60.4
16423,45.7
16424,65.0
16425,66.1
16426,32.3
16427,59.0
16428,42.6
16429,50.0
16430,47.4
16431,46.3
16432,25.0
16433,34.0
16434,26.4
16435,36.3
16437,51.1
16438,25.0
16439,64.3
16440,25.0
16441,25.0
16442,48.7
16443,25.0
16444,49.4
16445,25.0
16446,49.1
16447,62.1
16448,60.1
16449,46.2
16450,60.1
16451,25.0
16452,38.5
16453,50.2
16454,46.6
16455,25.0
16456,54.0
16457,51.5
16458,25.0
16459,25.0
16460,63.2
16461,25.0
16462,65.4
16463,63.5
16464,25.0
16465,71.6
16466,67.6
16467,56.0
16468,25.0
16469,56.2
16470,55.2
16471,64.5
16472,25.0
16473,38.6
16474,44.1
16475,47.0
16476,46.0
16477,25.0
16478,25.0
16479,60.8
16480,60.8
16481,25.0
16482,64.4
16483,63.4
16484,64.0
16485,60.6
16486,25.0
16487,49.8
16488,59.7
16489,65.0
16490,58.3
16491,45.2
16492,25.0
16493,49.1
16494,31.3
16495,35.6
16496,37.8
16497,25.0
16498,42.4
16499,25.0
16500,44.1
16501,25.0
16502,38.6
16503,39.3
16504,42.5
16505,32.4
16506,42.3
16507,64.9
16508,49.0
16509,51.0
16510,25.0
16511,65.0
16512,65.2
16513,62.4
16514,65.3
16515,51.0
16516,39.2
16517,62.0
16518,58.7
16519,63.3
16520,25.0
16521,30.7
16522,23.5
16523,40.0
16524,63.0
16525,62.0
16526,41.0
16527,41.0
16528,25.0
16529,60.4
16530,42.7
16531,66.8
16532,54.5
16533,42.7
16534,49.4
16535,67.8
16536,42.7
16537,66.8
16538,50.6
16539,25.0
16540,61.6
16541,25.0
16542,63.4
16543,25.0
16544,63.0
16545,39.3
16546,53.3
16547,46.9
16548,62.1
16549,50.8
16550,50.3
16551,25.0
16552,56.3
16553,28.3
16554,63.0
16555,62.6
16556,26.8
16557,25.0
16558,64.7
16559,64.6
16560,42.2
16561,65.0
16562,59.0
16563,63.0
16564,52.0
16565,31.0
16566,65.0
16567,55.2
16568,67.6
16569,67.8
16570,66.0
16571,69.0
16572,63.0
16573,64.7
16574,25.0
16575,25.0
16576,50.0
16577,51.7
16578,52.0
16579,52.0
16580,52.0
16581,52.0
16582,51.8
16583,52.2
16584,52.0
16585,25.0
16586,40.5
16587,25.0
16588,42.8
16589,53.0
16590,38.8
16591,44.9
16592,47.9
16593,54.2
16594,51.4
16595,25.0
16596,41.6
16597,44.1
16598,25.0
16599,25.0
16600,44.2
16601,65.9
16602,65.0
16603,63.3
16604,49.8
16605,25.0
16606,52.4
16607,43.1
16608,67.2
16609,54.5
16610,25.0
16611,36.4
16612,12.0
16613,60.0
16614,25.0
16615,55.0
16616,55.2
16617,25.0
16618,65.0
16619,66.5
16620,63.8
16621,68.2
16622,25.0
16623,66.7
16624,25.0
16625,25.0
16626,67.3
16627,59.4
16628,25.0
16629,70.8
16630,65.2
16631,65.0
16632,70.6
16633,64.5
16634,65.0
16635,51.3
16636,37.8
16637,30.7
16638,71.6
16639,42.3
16640,39.5
16641,41.6
16642,41.9
16643,62.0
16644,65.8
16645,45.8
16646,52.7
16647,46.5
16648,25.0
16649,25.0
16650,25.0
16651,25.0
16652,25.0
16653,25.0
16654,25.0
16655,25.0
16656,45.6
16657,47.4
16658,41.8
16659,46.7
16660,50.8
16661,47.0
16662,48.5
16663,49.7
16664,64.8
16665,69.2
16666,45.9
16667,68.0
16668,48.2
16669,42.9
16670,41.3
16671,65.4
16672,51.0
16673,51.7
16674,37.1
16675,68.5
16676,42.8
16677,37.5
16678,44.4
16679,42.7
16680,49.5
16681,51.5
16682,44.6
16683,33.5
16684,65.1
16685,44.7
16686,41.2
16687,37.5
16688,53.2
16689,40.2
16690,49.1
16691,50.3
16692,25.0
16693,64.5
16694,25.0
16695,46.4
16696,50.5
16697,70.1
16698,49.2
16699,37.7
16700,43.9
16701,45.8
16702,85.6
16703,45.0
16704,71.7
16705,48.0
16706,48.6
16707,44.0
16708,53.7
16709,48.1
16711,47.9
16712,75.2
16713,71.7
16714,45.4
16715,43.3
16716,44.0
16717,37.0
16718,43.7
16719,53.1
16720,43.1
16721,48.7
16722,44.6
16723,47.8
16724,74.6
16725,51.6
16726,54.9
16727,50.4
16728,73.4
16729,39.1
16730,38.2
16731,50.5
16732,54.2
16733,40.1
16734,42.6
16735,38.6
16736,52.3
16737,50.6
16738,53.2
16739,44.8
16740,33.4
16741,46.0
16742,45.8
16743,41.8
16744,70.2
16745,46.9
16746,38.5
16747,43.4
16748,37.8
16749,48.5
16750,47.8
16751,53.0
16752,48.1
16753,45.2
16754,39.1
16755,48.4
16756,52.9
16757,44.7
16758,48.3
16759,41.8
16760,40.4
16761,56.1
16762,42.3
16763,48.4
16764,70.5
16765,75.0
16766,49.2
16767,65.8
16768,49.0
16769,44.1
16770,49.7
16771,51.8
16772,39.5
16773,54.0
16774,55.7
16775,61.6
16776,63.5
16777,60.1
16778,59.6
16779,63.9
16780,63.3
16781,61.7
16782,61.5
16783,65.8
16784,59.6
16785,58.4
16786,48.6
16787,70.4
16788,41.2
16789,62.4
16790,42.3
16791,51.1
16792,42.6
16793,52.9
16794,46.5
16795,38.6
16796,44.2
16797,49.4
16798,54.0
16799,44.6
16800,49.0
16801,47.6
16802,46.6
16803,41.8
16804,47.3
16805,36.6
16806,85.6
16807,48.1
16808,48.5
16810,51.2
16811,51.1
16812,63.8
16813,49.9
16814,90.6
16815,53.4
16816,55.5
16817,41.4
16818,67.2
16819,48.9
16820,56.4
16821,65.6
16822,44.9
16823,51.6
16824,45.1
16825,52.3
16826,46.1
16827,50.0
16828,39.9
16829,38.9
16830,41.1
16831,42.2
16832,40.4
16833,37.4
16834,44.5
16835,63.7
16836,51.0
16837,75.8
16838,38.6
16839,42.4
16840,56.0
16841,46.0
16842,35.8
16843,39.1
16844,41.6
16845,42.0
16846,44.2
16847,52.7
16848,48.0
16849,43.4
16850,48.6
16851,57.1
16852,87.9
16853,35.9
16854,56.1
16855,25.0
16856,25.0
16857,25.0
16858,25.0
16859,25.0
16860,39.6
16861,46.9
16862,33.8
16863,52.6
16864,50.9
16865,50.6
16866,50.1
16867,54.6
16868,50.2
16869,45.6
16870,48.1
16871,77.1
16872,46.3
16873,83.5
16874,53.1
16875,43.6
16876,45.8
16877,41.7
16878,74.2
16879,41.4
16880,62.4
16881,41.0
16882,53.3
16883,68.6
16884,63.8
16885,56.0
16886,58.2
16887,60.1
16888,54.2
16889,52.5
16890,58.9
16891,57.4
16892,25.0
16893,54.0
16894,52.9
16895,53.9
16896,58.2
16897,57.2
16898,57.8
16899,60.7
16900,57.3
16901,61.2
16902,51.7
16903,53.3
16904,49.4
16905,51.5
16906,46.0
16907,48.0
16908,51.3
16909,51.2
16910,58.9
16911,58.2
16912,56.0
16913,25.0
16914,46.6
16915,45.4
16916,53.9
16917,67.9
16918,37.2
16919,55.2
16920,42.0
16921,55.3
16922,44.2
16923,44.9
16924,73.9
16925,81.1
16926,52.8
16927,52.7
16928,41.7
16929,74.6
16930,59.9
16931,41.7
16932,46.2
16933,53.7
16934,45.8
16935,36.4
16936,38.0
16937,55.9
16938,47.7
16939,44.2
16940,37.2
16941,74.5
16942,39.4
16943,74.4
16944,53.8
16945,40.9
16946,53.9
16947,66.9
16948,41.5
16949,50.8
16950,49.3
16951,53.2
16952,39.9
16953,46.9
16954,47.1
16955,43.9
16956,45.7
16957,76.7
16958,43.5
16959,48.8
16960,40.3
16961,45.2
16962,56.3
16963,47.8
16964,49.6
16965,50.6
16966,43.1
16967,42.3
16968,47.7
16969,55.2
16970,53.7
16971,54.6
16972,47.0
16973,45.4
16974,32.7
16975,63.9
16976,43.9
16977,46.0
16978,44.4
16979,53.0
16980,53.9
16981,64.7
16982,49.3
16983,52.2
16984,41.4
16985,45.2
16986,39.4
16987,46.6
16988,47.1
16989,26.8
16990,46.2
16991,37.0
16992,39.3
16993,42.2
16994,50.1
16995,45.1
16996,46.7
16997,67.0
16998,53.9
16999,48.5
17000,44.6
17001,43.8
17002,46.9
17003,44.1
17004,52.7
17005,58.7
17006,32.4
17007,50.4
17008,47.2
17009,44.2
17010,41.6
17011,52.3
17012,40.7
17013,40.2
17014,31.7
17015,40.2
17016,79.8
17017,39.9
17019,43.1
17020,50.0
17021,54.4
17022,64.4
17023,52.9
17024,74.4
17025,55.3
17026,47.1
17027,47.4
17028,43.1
17029,40.7
17030,53.1
17031,37.4
17032,53.7
17033,41.6
17034,45.6
17035,41.8
17036,45.4
17037,64.4
17038,52.3
17039,52.0
17040,51.2
17041,52.5
17042,55.5
17043,47.7
17044,56.3
17045,53.3
17046,51.5
17047,51.0
17048,51.0
17049,44.3
17050,49.2
17051,53.2
17052,41.9
17053,41.6
17054,48.3
17055,52.0
17056,71.7
17057,60.9
17058,40.7
17059,37.8
17060,62.5
17061,64.0
17062,63.5
17063,62.0
17064,61.5
17065,62.0
17066,62.5
17067,62.5
17068,61.5
17069,59.5
17070,63.0
17071,69.0
17072,63.0
17073,63.5
17074,63.0
17075,64.0
17076,68.0
17077,61.0
17078,70.0
17079,61.5
17080,60.5
17081,63.0
17082,61.0
17083,60.5
17084,61.5
17085,66.5
17086,61.5
17087,60.5
17088,63.0
17089,64.5
17090,62.0
17091,61.0
17092,66.0
17093,62.0
17094,60.7
17095,60.5
17096,61.5
17097,62.5
17098,59.5
17099,62.0
17100,61.5
17101,62.5
17102,62.5
17103,60.0
17104,60.0
17105,61.5
17106,61.0
17107,62.5
17108,62.5
17109,62.5
17110,62.0
17111,58.0
17112,61.5
17113,59.0
17114,62.5
17115,61.0
17116,61.5
17117,62.0
17118,62.5
17119,62.0
17120,66.0
17121,60.5
17122,59.5
17123,62.0
17124,61.5
17125,61.0
17126,62.8
17127,61.7
17128,62.3
17129,61.2
17130,61.2
17131,61.5
17132,62.0
17133,61.5
17134,62.0
17135,61.5
17136,61.5
17137,61.5
17138,62.5
17139,61.5
17140,62.0
17141,61.5
17142,62.0
17143,62.0
17144,62.5
17145,62.5
17146,63.0
17147,63.5
17148,61.5
17149,62.0
17150,62.0
17151,62.0
17152,62.0
17153,61.0
17154,60.5
17155,61.5
17156,62.0
17157,62.0
17158,62.0
17159,62.0
17160,61.5
17161,62.0
17162,62.0
17163,60.5
17164,61.0
17165,61.0
17166,61.0
17167,61.5
17168,61.0
17169,60.0
17170,62.0
17171,61.0
17172,62.5
17173,62.5
17174,62.5
17175,62.0
17176,62.0
17177,62.5
17178,62.0
17179,62.0
17180,60.5
17181,62.0
17182,61.7
17183,62.0
17184,61.5
17185,60.5
17186,62.0
17187,61.5
17188,63.5
17189,62.0
17190,62.5
17191,62.5
17192,62.5
17193,59.0
17194,60.0
17195,59.0
17196,61.5
17197,61.5
17198,58.5
17199,61.0
17200,61.5
17201,61.5
17202,62.0
17203,62.0
17204,62.5
17205,56.0
17206,61.0
17207,62.0
17208,62.0
17209,62.0
17210,62.0
17211,62.5
17212,62.0
17213,61.8
17214,62.5
17215,61.2
17216,61.5
17217,63.0
17218,61.5
17219,62.5
17220,61.5
17221,62.5
17222,62.0
17223,61.5
17224,62.5
17225,62.5
17226,54.5
17227,60.5
17228,59.0
17229,61.5
17230,65.5
17231,71.0
17232,60.0
17233,62.5
17234,62.0
17235,62.5
17236,62.0
17237,61.5
17238,60.5
17239,60.5
17240,57.5
17241,61.0
17242,62.0
17243,60.0
17244,66.5
17245,65.5
17246,62.5
17247,65.5
17248,66.0
17249,66.0
17250,61.5
17251,67.5
17252,66.0
17253,61.5
17254,61.0
17255,62.5
17256,60.5
17257,62.0
17258,61.5
17259,60.5
17260,62.0
17261,63.5
17262,61.5
17263,64.0
17264,61.5
17265,61.5
17266,62.5
17267,62.0
17268,62.0
17269,62.0
17270,62.5
17271,39.5
17272,54.4
17273,50.3
17274,45.9
17275,41.1
17276,76.9
17277,70.7
17278,42.0
17279,67.9
17280,42.7
17281,38.9
17282,66.3
17283,47.9
17284,54.4
17285,66.6
17286,50.5
17287,53.5
17288,43.6
17289,47.9
17290,37.1
17291,46.2
17292,33.9
17293,75.0
17294,50.8
17295,44.5
17296,61.4
17297,76.5
17298,44.4
17299,78.3
17300,68.6
17301,65.2
17302,35.6
17303,41.2
17304,50.7
17305,64.3
17306,44.2
17307,41.9
17308,66.2
17309,37.6
17310,37.4
17311,47.3
17312,36.7
17313,39.8
17314,37.7
17315,40.8
17316,54.4
17317,53.8
17318,48.9
17319,57.7
17320,61.8
17321,38.7
17322,46.5
17323,37.5
17324,49.3
17325,42.1
17326,40.9
17327,57.7
17328,48.9
17329,60.0
17330,44.7
17331,40.2
17332,76.7
17333,39.9
17334,75.2
17335,49.3
17336,47.5
17337,53.0
17338,59.2
17339,42.5
17340,38.2
17341,50.7
17342,39.8
17343,42.4
17344,41.9
17345,57.0
17346,36.9
17347,79.0
17348,47.4
17349,47.3
17350,39.1
17351,34.9
17352,53.3
17353,60.1
17354,80.8
17355,46.8
17356,43.6
17357,48.7
17358,56.6
17359,41.3
17360,54.2
17361,46.9
17362,36.6
17363,68.8
17364,43.1
17365,54.0
17366,37.6
17367,48.1
17368,50.2
17369,51.7
